5613, jungle, byg:crag_gardens, WATER_AMBIENT, aquaculture:arapaima,10,1,1
11055, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:sheep,12,4,4
10653, plains, regions_unexplored:lupine_plains, CREATURE, minecraft:sheep,12,4,4
10705, extreme_hills, regions_unexplored:lush_hills, CREATURE, minecraft:sheep,12,4,4
11160, forest, regions_unexplored:maple_forest, CREATURE, minecraft:sheep,12,4,4
13147, forest, regions_unexplored:mauve_hills, CREATURE, minecraft:sheep,12,4,4
11878, plains, regions_unexplored:meadow, CREATURE, minecraft:sheep,12,4,4
13208, mountain, regions_unexplored:mountains, CREATURE, minecraft:sheep,12,4,4
12664, river, regions_unexplored:muddy_river, CREATURE, minecraft:sheep,12,4,4
13817, taiga, regions_unexplored:old_growth_boreal_forest, CREATURE, minecraft:sheep,12,4,4
11605, jungle, regions_unexplored:old_growth_rainforest, CREATURE, minecraft:sheep,12,4,4
10380, forest, regions_unexplored:orchard, CREATURE, minecraft:sheep,12,4,4
11829, desert, regions_unexplored:outback, CREATURE, minecraft:sheep,12,4,4
13258, taiga, regions_unexplored:pine_forest, CREATURE, minecraft:sheep,12,4,4
13096, mountain, regions_unexplored:pine_slopes, CREATURE, minecraft:sheep,12,4,4
12831, plains, regions_unexplored:poppy_fields, CREATURE, minecraft:sheep,12,4,4
12612, plains, regions_unexplored:prairie, CREATURE, minecraft:sheep,12,4,4
11329, plains, regions_unexplored:pumpkin_fields, CREATURE, minecraft:sheep,12,4,4
11544, jungle, regions_unexplored:rainforest, CREATURE, minecraft:sheep,12,4,4
13432, jungle, regions_unexplored:redwoods, CREATURE, minecraft:sheep,12,4,4
13371, jungle, regions_unexplored:roofed_eucalyptus_forest, CREATURE, minecraft:sheep,12,4,4
13042, plains, regions_unexplored:shrubland, CREATURE, minecraft:sheep,12,4,4
12985, forest, regions_unexplored:silver_birch_forest, CREATURE, minecraft:sheep,12,4,4
13490, jungle, regions_unexplored:sparse_redwoods, CREATURE, minecraft:sheep,12,4,4
11929, plains, regions_unexplored:steppe, CREATURE, minecraft:sheep,12,4,4
12272, forest, regions_unexplored:temperate_grove, CREATURE, minecraft:sheep,12,4,4
12442, extreme_hills, regions_unexplored:towering_cliffs, CREATURE, minecraft:sheep,12,4,4
10112, jungle, regions_unexplored:tropics, CREATURE, minecraft:sheep,12,4,4
11433, forest, regions_unexplored:willow_forest, CREATURE, minecraft:sheep,12,4,4
11983, forest, regions_unexplored:wooded_steppe, CREATURE, minecraft:sheep,12,4,4
9165, the_end, byg:shulkren_forest, MONSTER, minecraft:shulker,10,1,1
9257, forest, appletreesrev:apple_forest, MONSTER, minecraft:skeleton,80,4,4
4396, plains, byg:allium_fields, MONSTER, minecraft:skeleton,80,4,4
4482, plains, byg:amaranth_fields, MONSTER, minecraft:skeleton,80,4,4
4567, savanna, byg:araucaria_savanna, MONSTER, minecraft:skeleton,80,4,4
4652, forest, byg:aspen_forest, MONSTER, minecraft:skeleton,80,4,4
7171, forest, byg:autumnal_forest, MONSTER, minecraft:skeleton,80,4,4
7251, taiga, byg:autumnal_taiga, MONSTER, minecraft:skeleton,80,4,4
4775, plains, byg:autumnal_valley, MONSTER, minecraft:skeleton,80,4,4
4850, savanna, byg:baobab_savanna, MONSTER, minecraft:skeleton,80,4,4
8520, beach, byg:basalt_barrera, MONSTER, minecraft:skeleton,80,4,4
4929, swamp, byg:bayou, MONSTER, minecraft:skeleton,80,4,4
5020, taiga, byg:black_forest, MONSTER, minecraft:skeleton,80,4,4
5099, forest, byg:borealis_grove, MONSTER, minecraft:skeleton,80,4,4
5184, extreme_hills, byg:canadian_shield, MONSTER, minecraft:skeleton,80,4,4
6719, icy, byg:cardinal_tundra, MONSTER, minecraft:skeleton,20,4,4
5271, forest, byg:cherry_blossom_forest, MONSTER, minecraft:skeleton,80,4,4
5360, forest, byg:cika_woods, MONSTER, minecraft:skeleton,80,4,4
6566, plains, byg:coconino_meadow, MONSTER, minecraft:skeleton,80,4,4
5444, taiga, byg:coniferous_forest, MONSTER, minecraft:skeleton,80,4,4
5527, jungle, byg:crag_gardens, MONSTER, minecraft:skeleton,80,4,4
5618, swamp, byg:cypress_swamplands, MONSTER, minecraft:skeleton,80,4,4
5819, extreme_hills, byg:dacite_ridges, MONSTER, minecraft:skeleton,80,4,4
8571, extreme_hills, byg:dacite_shore, MONSTER, minecraft:skeleton,80,4,4
5776, ocean, byg:dead_sea, MONSTER, minecraft:skeleton,80,4,4
6019, forest, byg:ebony_woods, MONSTER, minecraft:skeleton,80,4,4
7405, desert, byg:firecracker_shrubland, MONSTER, minecraft:skeleton,80,4,4
7882, forest, byg:fragment_forest, MONSTER, minecraft:skeleton,80,4,4
7803, taiga, byg:frosted_coniferous_forest, MONSTER, minecraft:skeleton,80,4,4
7725, taiga, byg:frosted_taiga, MONSTER, minecraft:skeleton,80,4,4
6273, jungle, byg:guiana_shield, MONSTER, minecraft:skeleton,80,4,4
6359, mountain, byg:howling_peaks, MONSTER, minecraft:skeleton,80,4,4
6408, jungle, byg:jacaranda_forest, MONSTER, minecraft:skeleton,80,4,4
5704, ocean, byg:lush_stacks, MONSTER, minecraft:skeleton,80,4,4
6493, taiga, byg:maple_taiga, MONSTER, minecraft:skeleton,80,4,4
6644, desert, byg:mojave_desert, MONSTER, minecraft:skeleton,80,4,4
6762, plains, byg:orchard, MONSTER, minecraft:skeleton,80,4,4
6849, plains, byg:prairie, MONSTER, minecraft:skeleton,80,4,4
8469, beach, byg:rainbow_beach, MONSTER, minecraft:skeleton,80,4,4
6929, forest, byg:red_oak_forest, MONSTER, minecraft:skeleton,80,4,4
7018, desert, byg:red_rock_valley, MONSTER, minecraft:skeleton,80,4,4
7636, forest, byg:redwood_thicket, MONSTER, minecraft:skeleton,80,4,4
7084, plains, byg:rose_fields, MONSTER, minecraft:skeleton,80,4,4
7337, icy, byg:shattered_glacier, MONSTER, minecraft:skeleton,20,4,4
7482, plains, byg:sierra_badlands, MONSTER, minecraft:skeleton,80,4,4
7554, extreme_hills, byg:skyris_vale, MONSTER, minecraft:skeleton,80,4,4
6190, plains, byg:temperate_grove, MONSTER, minecraft:skeleton,80,4,4
8250, forest, byg:temperate_rainforest, MONSTER, minecraft:skeleton,80,4,4
7964, jungle, byg:tropical_rainforest, MONSTER, minecraft:skeleton,80,4,4
8023, forest, byg:twilight_meadow, MONSTER, minecraft:skeleton,80,4,4
8106, forest, byg:weeping_witch_forest, MONSTER, minecraft:skeleton,80,4,4
8196, swamp, byg:white_mangrove_marshes, MONSTER, minecraft:skeleton,80,4,4
8418, beach, byg:windswept_beach, MONSTER, minecraft:skeleton,80,4,4
8338, taiga, byg:zelkova_forest, MONSTER, minecraft:skeleton,80,4,4
9920, beach, graveyard_biomes:ancient_dead_coral_reef, MONSTER, minecraft:skeleton,80,4,4
9929, beach, graveyard_biomes:ancient_dead_coral_reef, MONSTER, minecraft:skeleton,80,4,4
9816, forest, graveyard_biomes:eroded_haunted_forest, MONSTER, minecraft:skeleton,10,1,2
9759, forest, graveyard_biomes:haunted_forest, MONSTER, minecraft:skeleton,80,4,4
9862, forest, graveyard_biomes:haunted_lakes, MONSTER, minecraft:skeleton,80,4,4
2063, mesa, minecraft:badlands, MONSTER, minecraft:skeleton,80,4,4
1976, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton,80,4,4
2942, beach, minecraft:beach, MONSTER, minecraft:skeleton,80,4,4
703, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton,80,4,4
3531, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton,80,4,4
791, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton,80,4,4
3608, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton,80,4,4
3765, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton,80,4,4
3316, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton,80,4,4
3460, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton,80,4,4
359, desert, minecraft:desert, MONSTER, minecraft:skeleton,80,4,4
3893, underground, minecraft:dripstone_caves, MONSTER, minecraft:skeleton,80,4,4
2136, mesa, minecraft:eroded_badlands, MONSTER, minecraft:skeleton,80,4,4
612, forest, minecraft:flower_forest, MONSTER, minecraft:skeleton,80,4,4
521, forest, minecraft:forest, MONSTER, minecraft:skeleton,80,4,4
3685, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton,80,4,4
2556, mountain, minecraft:frozen_peaks, MONSTER, minecraft:skeleton,80,4,4
2864, river, minecraft:frozen_river, MONSTER, minecraft:skeleton,80,4,4
2385, forest, minecraft:grove, MONSTER, minecraft:skeleton,80,4,4
286, icy, minecraft:ice_spikes, MONSTER, minecraft:skeleton,20,4,4
2636, mountain, minecraft:jagged_peaks, MONSTER, minecraft:skeleton,80,4,4
1804, jungle, minecraft:jungle, MONSTER, minecraft:skeleton,80,4,4
3243, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton,80,4,4
3963, underground, minecraft:lush_caves, MONSTER, minecraft:skeleton,80,4,4
2295, mountain, minecraft:meadow, MONSTER, minecraft:skeleton,80,4,4
3389, ocean, minecraft:ocean, MONSTER, minecraft:skeleton,80,4,4
886, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton,80,4,4
974, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton,80,4,4
1057, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton,80,4,4
39, plains, minecraft:plains, MONSTER, minecraft:skeleton,80,4,4
2785, river, minecraft:river, MONSTER, minecraft:skeleton,80,4,4
1310, savanna, minecraft:savanna, MONSTER, minecraft:skeleton,80,4,4
1394, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton,80,4,4
3019, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton,80,4,4
212, icy, minecraft:snowy_plains, MONSTER, minecraft:skeleton,20,4,4
2475, mountain, minecraft:snowy_slopes, MONSTER, minecraft:skeleton,80,4,4
1226, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton,80,4,4
4142, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton,40,5,5
1891, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton,80,4,4
2716, mountain, minecraft:stony_peaks, MONSTER, minecraft:skeleton,80,4,4
3100, beach, minecraft:stony_shore, MONSTER, minecraft:skeleton,80,4,4
126, plains, minecraft:sunflower_plains, MONSTER, minecraft:skeleton,80,4,4
433, swamp, minecraft:swamp, MONSTER, minecraft:skeleton,80,4,4
1143, taiga, minecraft:taiga, MONSTER, minecraft:skeleton,80,4,4
3174, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton,80,4,4
1646, extreme_hills, minecraft:windswept_forest, MONSTER, minecraft:skeleton,80,4,4
1564, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton,80,4,4
1482, extreme_hills, minecraft:windswept_hills, MONSTER, minecraft:skeleton,80,4,4
1724, savanna, minecraft:windswept_savanna, MONSTER, minecraft:skeleton,80,4,4
2208, mesa, minecraft:wooded_badlands, MONSTER, minecraft:skeleton,80,4,4
13832, underground, quark:glimmering_weald, MONSTER, minecraft:skeleton,80,4,4
10863, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:skeleton,80,4,4
10918, mountain, regions_unexplored:arid_mountains, MONSTER, minecraft:skeleton,80,4,4
11343, plains, regions_unexplored:autumnal_fields, MONSTER, minecraft:skeleton,80,4,4
12050, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:skeleton,80,4,4
11453, taiga, regions_unexplored:autumnal_mixed_taiga, MONSTER, minecraft:skeleton,80,4,4
10499, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:skeleton,80,4,4
10559, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:skeleton,80,4,4
12739, plains, regions_unexplored:barley_fields, MONSTER, minecraft:skeleton,80,4,4
12348, swamp, regions_unexplored:bayou, MONSTER, minecraft:skeleton,80,4,4
9985, underground, regions_unexplored:bioshroom_caves, MONSTER, minecraft:skeleton,80,4,4
12513, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:skeleton,80,4,4
12895, taiga, regions_unexplored:boreal_forest, MONSTER, minecraft:skeleton,80,4,4
11067, taiga, regions_unexplored:canadian_forest, MONSTER, minecraft:skeleton,80,4,4
11238, beach, regions_unexplored:chalk_cliffs, MONSTER, minecraft:skeleton,80,4,4
11178, forest, regions_unexplored:cherry_hills, MONSTER, minecraft:skeleton,80,4,4
13671, taiga, regions_unexplored:cold_boreal_forest, MONSTER, minecraft:skeleton,80,4,4
13624, icy, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:skeleton,80,4,4
12683, river, regions_unexplored:cold_river, MONSTER, minecraft:skeleton,80,4,4
13563, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:skeleton,80,4,4
10284, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:skeleton,80,4,4
13273, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:skeleton,80,4,4
11627, swamp, regions_unexplored:fen, MONSTER, minecraft:skeleton,80,4,4
12456, swamp, regions_unexplored:flooded_plains, MONSTER, minecraft:skeleton,80,4,4
10720, plains, regions_unexplored:flower_field, MONSTER, minecraft:skeleton,80,4,4
12108, icy, regions_unexplored:frozen_forest, MONSTER, minecraft:skeleton,80,4,4
10451, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:skeleton,80,4,4
11684, jungle, regions_unexplored:fungal_fen, MONSTER, minecraft:skeleton,80,4,4
10136, swamp, regions_unexplored:giant_bayou, MONSTER, minecraft:skeleton,80,4,4
13727, taiga, regions_unexplored:golden_boreal_forest, MONSTER, minecraft:skeleton,80,4,4
12293, plains, regions_unexplored:grassland, MONSTER, minecraft:skeleton,80,4,4
10234, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:skeleton,80,4,4
12847, beach, regions_unexplored:gravel_beach, MONSTER, minecraft:skeleton,80,4,4
13510, mountain, regions_unexplored:highland_fields, MONSTER, minecraft:skeleton,80,4,4
12155, icy, regions_unexplored:icy_desert, MONSTER, minecraft:skeleton,80,4,4
12002, icy, regions_unexplored:icy_heights, MONSTER, minecraft:skeleton,80,4,4
11016, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:skeleton,80,4,4
10616, plains, regions_unexplored:lupine_plains, MONSTER, minecraft:skeleton,80,4,4
10772, underground, regions_unexplored:lush_delta, MONSTER, minecraft:skeleton,80,4,4
10667, extreme_hills, regions_unexplored:lush_hills, MONSTER, minecraft:skeleton,80,4,4
11121, forest, regions_unexplored:maple_forest, MONSTER, minecraft:skeleton,80,4,4
13109, forest, regions_unexplored:mauve_hills, MONSTER, minecraft:skeleton,80,4,4
11841, plains, regions_unexplored:meadow, MONSTER, minecraft:skeleton,80,4,4
13168, mountain, regions_unexplored:mountains, MONSTER, minecraft:skeleton,80,4,4
12626, river, regions_unexplored:muddy_river, MONSTER, minecraft:skeleton,80,4,4
13780, taiga, regions_unexplored:old_growth_boreal_forest, MONSTER, minecraft:skeleton,80,4,4
11567, jungle, regions_unexplored:old_growth_rainforest, MONSTER, minecraft:skeleton,80,4,4
10341, forest, regions_unexplored:orchard, MONSTER, minecraft:skeleton,80,4,4
11792, desert, regions_unexplored:outback, MONSTER, minecraft:skeleton,80,4,4
13221, taiga, regions_unexplored:pine_forest, MONSTER, minecraft:skeleton,80,4,4
13057, mountain, regions_unexplored:pine_slopes, MONSTER, minecraft:skeleton,80,4,4
12794, plains, regions_unexplored:poppy_fields, MONSTER, minecraft:skeleton,80,4,4
12575, plains, regions_unexplored:prairie, MONSTER, minecraft:skeleton,80,4,4
10818, underground, regions_unexplored:prismachasm, MONSTER, minecraft:skeleton,80,4,4
11291, plains, regions_unexplored:pumpkin_fields, MONSTER, minecraft:skeleton,80,4,4
11506, jungle, regions_unexplored:rainforest, MONSTER, minecraft:skeleton,80,4,4
10030, underground, regions_unexplored:redstone_caves, MONSTER, minecraft:skeleton,80,4,4
13393, jungle, regions_unexplored:redwoods, MONSTER, minecraft:skeleton,80,4,4
13333, jungle, regions_unexplored:roofed_eucalyptus_forest, MONSTER, minecraft:skeleton,80,4,4
11745, desert, regions_unexplored:saguaro_desert, MONSTER, minecraft:skeleton,80,4,4
13005, plains, regions_unexplored:shrubland, MONSTER, minecraft:skeleton,80,4,4
12947, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:skeleton,80,4,4
13452, jungle, regions_unexplored:sparse_redwoods, MONSTER, minecraft:skeleton,80,4,4
10403, icy, regions_unexplored:spires, MONSTER, minecraft:skeleton,80,4,4
11892, plains, regions_unexplored:steppe, MONSTER, minecraft:skeleton,80,4,4
12234, forest, regions_unexplored:temperate_grove, MONSTER, minecraft:skeleton,80,4,4
12403, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, minecraft:skeleton,80,4,4
10074, jungle, regions_unexplored:tropics, MONSTER, minecraft:skeleton,80,4,4
11395, forest, regions_unexplored:willow_forest, MONSTER, minecraft:skeleton,80,4,4
10967, mountain, regions_unexplored:wooded_arid_mountains, MONSTER, minecraft:skeleton,80,4,4
11945, forest, regions_unexplored:wooded_steppe, MONSTER, minecraft:skeleton,80,4,4
9259, forest, appletreesrev:apple_forest, MONSTER, minecraft:slime,80,4,4
4398, plains, byg:allium_fields, MONSTER, minecraft:slime,80,4,4
4401, plains, byg:allium_fields, MONSTER, minecraft:slime,80,4,4
4484, plains, byg:amaranth_fields, MONSTER, minecraft:slime,80,4,4
4569, savanna, byg:araucaria_savanna, MONSTER, minecraft:slime,80,4,4
4654, forest, byg:aspen_forest, MONSTER, minecraft:slime,80,4,4
7173, forest, byg:autumnal_forest, MONSTER, minecraft:slime,80,4,4
7253, taiga, byg:autumnal_taiga, MONSTER, minecraft:slime,80,4,4
4777, plains, byg:autumnal_valley, MONSTER, minecraft:slime,80,4,4
4852, savanna, byg:baobab_savanna, MONSTER, minecraft:slime,80,4,4
8522, beach, byg:basalt_barrera, MONSTER, minecraft:slime,80,4,4
4931, swamp, byg:bayou, MONSTER, minecraft:slime,80,4,4
5023, taiga, byg:black_forest, MONSTER, minecraft:slime,80,4,4
5101, forest, byg:borealis_grove, MONSTER, minecraft:slime,80,4,4
5186, extreme_hills, byg:canadian_shield, MONSTER, minecraft:slime,80,4,4
6716, icy, byg:cardinal_tundra, MONSTER, minecraft:slime,80,4,4
5273, forest, byg:cherry_blossom_forest, MONSTER, minecraft:slime,80,4,4
5362, forest, byg:cika_woods, MONSTER, minecraft:slime,80,4,4
6568, plains, byg:coconino_meadow, MONSTER, minecraft:slime,80,4,4
5447, taiga, byg:coniferous_forest, MONSTER, minecraft:slime,80,4,4
5529, jungle, byg:crag_gardens, MONSTER, minecraft:slime,80,4,4
5532, jungle, byg:crag_gardens, MONSTER, minecraft:slime,80,4,4
5620, swamp, byg:cypress_swamplands, MONSTER, minecraft:slime,80,4,4
5821, extreme_hills, byg:dacite_ridges, MONSTER, minecraft:slime,80,4,4
8573, extreme_hills, byg:dacite_shore, MONSTER, minecraft:slime,80,4,4
5778, ocean, byg:dead_sea, MONSTER, minecraft:slime,80,4,4
6021, forest, byg:ebony_woods, MONSTER, minecraft:slime,80,4,4
7407, desert, byg:firecracker_shrubland, MONSTER, minecraft:slime,80,4,4
7884, forest, byg:fragment_forest, MONSTER, minecraft:slime,80,4,4
7806, taiga, byg:frosted_coniferous_forest, MONSTER, minecraft:slime,80,4,4
7727, taiga, byg:frosted_taiga, MONSTER, minecraft:slime,80,4,4
6275, jungle, byg:guiana_shield, MONSTER, minecraft:slime,80,4,4
6360, mountain, byg:howling_peaks, MONSTER, minecraft:slime,80,4,4
6410, jungle, byg:jacaranda_forest, MONSTER, minecraft:slime,80,4,4
5706, ocean, byg:lush_stacks, MONSTER, minecraft:slime,80,4,4
6495, taiga, byg:maple_taiga, MONSTER, minecraft:slime,80,4,4
6646, desert, byg:mojave_desert, MONSTER, minecraft:slime,80,4,4
6764, plains, byg:orchard, MONSTER, minecraft:slime,80,4,4
6851, plains, byg:prairie, MONSTER, minecraft:slime,80,4,4
8471, beach, byg:rainbow_beach, MONSTER, minecraft:slime,80,4,4
6931, forest, byg:red_oak_forest, MONSTER, minecraft:slime,80,4,4
7020, desert, byg:red_rock_valley, MONSTER, minecraft:slime,80,4,4
7638, forest, byg:redwood_thicket, MONSTER, minecraft:slime,80,4,4
7086, plains, byg:rose_fields, MONSTER, minecraft:slime,80,4,4
7089, plains, byg:rose_fields, MONSTER, minecraft:slime,80,4,4
7334, icy, byg:shattered_glacier, MONSTER, minecraft:slime,80,4,4
7484, plains, byg:sierra_badlands, MONSTER, minecraft:slime,80,4,4
7555, extreme_hills, byg:skyris_vale, MONSTER, minecraft:slime,80,4,4
6192, plains, byg:temperate_grove, MONSTER, minecraft:slime,80,4,4
8252, forest, byg:temperate_rainforest, MONSTER, minecraft:slime,80,4,4
7966, jungle, byg:tropical_rainforest, MONSTER, minecraft:slime,80,4,4
8025, forest, byg:twilight_meadow, MONSTER, minecraft:slime,80,4,4
8108, forest, byg:weeping_witch_forest, MONSTER, minecraft:slime,80,4,4
8198, swamp, byg:white_mangrove_marshes, MONSTER, minecraft:slime,80,4,4
8420, beach, byg:windswept_beach, MONSTER, minecraft:slime,80,4,4
8340, taiga, byg:zelkova_forest, MONSTER, minecraft:slime,80,4,4
9922, beach, graveyard_biomes:ancient_dead_coral_reef, MONSTER, minecraft:slime,80,4,4
9931, beach, graveyard_biomes:ancient_dead_coral_reef, MONSTER, minecraft:slime,80,4,4
9761, forest, graveyard_biomes:haunted_forest, MONSTER, minecraft:slime,80,4,4
9864, forest, graveyard_biomes:haunted_lakes, MONSTER, minecraft:slime,80,4,4
2065, mesa, minecraft:badlands, MONSTER, minecraft:slime,80,4,4
1978, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime,80,4,4
2944, beach, minecraft:beach, MONSTER, minecraft:slime,80,4,4
705, forest, minecraft:birch_forest, MONSTER, minecraft:slime,80,4,4
3533, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime,80,4,4
793, forest, minecraft:dark_forest, MONSTER, minecraft:slime,80,4,4
3610, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime,80,4,4
3767, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime,80,4,4
3318, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime,80,4,4
3462, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime,80,4,4
361, desert, minecraft:desert, MONSTER, minecraft:slime,80,4,4
3895, underground, minecraft:dripstone_caves, MONSTER, minecraft:slime,80,4,4
2138, mesa, minecraft:eroded_badlands, MONSTER, minecraft:slime,80,4,4
614, forest, minecraft:flower_forest, MONSTER, minecraft:slime,80,4,4
523, forest, minecraft:forest, MONSTER, minecraft:slime,80,4,4
3687, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime,80,4,4
2558, mountain, minecraft:frozen_peaks, MONSTER, minecraft:slime,80,4,4
2866, river, minecraft:frozen_river, MONSTER, minecraft:slime,80,4,4
2387, forest, minecraft:grove, MONSTER, minecraft:slime,80,4,4
288, icy, minecraft:ice_spikes, MONSTER, minecraft:slime,80,4,4
2638, mountain, minecraft:jagged_peaks, MONSTER, minecraft:slime,80,4,4
1806, jungle, minecraft:jungle, MONSTER, minecraft:slime,80,4,4
3245, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime,80,4,4
3965, underground, minecraft:lush_caves, MONSTER, minecraft:slime,80,4,4
2297, mountain, minecraft:meadow, MONSTER, minecraft:slime,80,4,4
3391, ocean, minecraft:ocean, MONSTER, minecraft:slime,80,4,4
888, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime,80,4,4
976, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime,80,4,4
1059, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime,80,4,4
41, plains, minecraft:plains, MONSTER, minecraft:slime,80,4,4
2787, river, minecraft:river, MONSTER, minecraft:slime,80,4,4
1312, savanna, minecraft:savanna, MONSTER, minecraft:slime,80,4,4
1396, savanna, minecraft:savanna_plateau, MONSTER, minecraft:slime,80,4,4
3021, beach, minecraft:snowy_beach, MONSTER, minecraft:slime,80,4,4
214, icy, minecraft:snowy_plains, MONSTER, minecraft:slime,80,4,4
2477, mountain, minecraft:snowy_slopes, MONSTER, minecraft:slime,80,4,4
1228, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime,80,4,4
1893, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime,80,4,4
2718, mountain, minecraft:stony_peaks, MONSTER, minecraft:slime,80,4,4
3102, beach, minecraft:stony_shore, MONSTER, minecraft:slime,80,4,4
128, plains, minecraft:sunflower_plains, MONSTER, minecraft:slime,80,4,4
435, swamp, minecraft:swamp, MONSTER, minecraft:slime,80,4,4
438, swamp, minecraft:swamp, MONSTER, minecraft:slime,10,1,1
1145, taiga, minecraft:taiga, MONSTER, minecraft:slime,80,4,4
3176, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime,80,4,4
1648, extreme_hills, minecraft:windswept_forest, MONSTER, minecraft:slime,80,4,4
1566, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime,80,4,4
1484, extreme_hills, minecraft:windswept_hills, MONSTER, minecraft:slime,80,4,4
1726, savanna, minecraft:windswept_savanna, MONSTER, minecraft:slime,80,4,4
2210, mesa, minecraft:wooded_badlands, MONSTER, minecraft:slime,80,4,4
13834, underground, quark:glimmering_weald, MONSTER, minecraft:slime,80,4,4
10865, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:slime,80,4,4
10920, mountain, regions_unexplored:arid_mountains, MONSTER, minecraft:slime,80,4,4
11345, plains, regions_unexplored:autumnal_fields, MONSTER, minecraft:slime,80,4,4
12052, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:slime,80,4,4
11455, taiga, regions_unexplored:autumnal_mixed_taiga, MONSTER, minecraft:slime,80,4,4
10501, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:slime,80,4,4
10561, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:slime,80,4,4
12741, plains, regions_unexplored:barley_fields, MONSTER, minecraft:slime,80,4,4
12350, swamp, regions_unexplored:bayou, MONSTER, minecraft:slime,80,4,4
12353, swamp, regions_unexplored:bayou, MONSTER, minecraft:slime,10,1,1
9987, underground, regions_unexplored:bioshroom_caves, MONSTER, minecraft:slime,80,4,4
12509, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:slime,10,4,4
12515, forest, regions_unexplored:blackwood_forest, MONSTER, minecraft:slime,80,4,4
12897, taiga, regions_unexplored:boreal_forest, MONSTER, minecraft:slime,80,4,4
11069, taiga, regions_unexplored:canadian_forest, MONSTER, minecraft:slime,80,4,4
11240, beach, regions_unexplored:chalk_cliffs, MONSTER, minecraft:slime,80,4,4
11180, forest, regions_unexplored:cherry_hills, MONSTER, minecraft:slime,80,4,4
13673, taiga, regions_unexplored:cold_boreal_forest, MONSTER, minecraft:slime,80,4,4
13626, icy, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:slime,80,4,4
12685, river, regions_unexplored:cold_river, MONSTER, minecraft:slime,80,4,4
13565, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:slime,80,4,4
10286, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:slime,80,4,4
13275, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:slime,80,4,4
11629, swamp, regions_unexplored:fen, MONSTER, minecraft:slime,80,4,4
